Item;Código;Denominación;Grupo;Clase;Resolución;Estado
4028;81224484;DOBLE POLEA MULTIFUNCION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4029;81224510;DOMINADA ASISTIDA MULTIFUNCION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4030;81224536;EQUIPO DE GIMNASIO MULTIUSOS;81 RECREACION Y DEPORTE;22 EQUIPO;0090-1999/SBN;ACTIVO
4031;81224613;ESCALADORA - MAQUINA DE SUBIR ESCALERAS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4032;81224691;ESCOPETA;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4033;81225000;ESPADA DE METAL;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4034;81225154;ESPADIN;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2002/SBN;ACTIVO
4035;81225309;ESQUI;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4036;81225619;FLORETE DE METAL;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4037;81225773;FUSIL;81 RECREACION Y DEPORTE;22 EQUIPO;0130-2000/SBN;ACTIVO
4038;81225928;GARROCHA PARA ATLETISMO;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4039;81226238;JABALINAS DE ALUMINIO Y MADERA PARA ATLETISMO;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4040;81226260;JUEGO DE SENSOR DE PARTIDA;81 RECREACION Y DEPORTE;22 EQUIPO;PENDIENTE;ACTIVO
4041;81226547;KAYAC;81 RECREACION Y DEPORTE;22 EQUIPO;0009-2008/SBN-GO;EXCLUIDO
4042;81226557;LINTERNA PARA BUCEO;81 RECREACION Y DEPORTE;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4043;81226856;LANCHA;81 RECREACION Y DEPORTE;22 EQUIPO;0009-2008/SBN-GO;EXCLUIDO
4044;81226876;MANCUERNAS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4045;81226896;MAQUINA CRUZ DE HIERRO;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4046;81226916;MAQUINA DE ADUCTORES ABDUCTORES;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4047;81226920;MAQUINA DE BURBUJAS;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4048;81226924;MAQUINA DE ESPUMA;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4049;81226928;MAQUINA DE HUMO;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4050;81226932;MAQUINA DE NIEVE;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4051;81226936;MAQUINA DE REMO VERTICAL - SEATED ROWING;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4052;81226956;MAQUINA EXTENSION DE PIERNAS - LEG EXTENSION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4053;81226976;MAQUINA HIPEREXTENSION DE PIERNAS - SUPER LEG EXTENSION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4054;81226986;MAQUINA LANZA PAPEL PICADO;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4055;81226991;MAQUINA LANZA PELOTAS;81 RECREACION Y DEPORTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4056;81226996;MAQUINA MULTICADERAS - MULTIHIP;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4057;81227016;MAQUINA MULTIESTACION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4058;81227026;MAQUINA PARA ABDOMINALES;81 RECREACION Y DEPORTE;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
4059;81227036;MAQUINA PARA DELTOIDES LATERALES;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4060;81227056;MAQUINA PARA DELTOIDES Y TRAPECIOS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4061;81227066;MAQUINA PARA GIRO DE CINTURA;81 RECREACION Y DEPORTE;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4062;81227076;MAQUINA PEC DECK - PECTORAL FLY;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4063;81227096;MAQUINA PREDICADOR - MAQUINA SCOTT SENTADO;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4064;81227136;MAQUINA SMITH ASIMETRICA STANDARD;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4065;81227151;MARCADOR ELECTRONICO PORTATIL;81 RECREACION Y DEPORTE;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4066;81227166;MARTILLO CON CABLE DE ACERO Y MANIJA PARA ATLETISMO;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4067;81227475;MINI GIMNASIO;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4068;81227629;MOSQUETON;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2002/SBN;ACTIVO
4069;81227784;MOTONAUTICA;81 RECREACION Y DEPORTE;22 EQUIPO;0009-2008/SBN-GO;EXCLUIDO
4070;81227900;PANTORRILLERA ACOSTADO - PANTORRILLERA HORIZONTAL -LEG PRESS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4071;81228016;PANTORRILLERA PARADO - STANDING;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4072;81228094;TROTA MILLAS;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4073;81228132;PANTORRILLERA SENTADO - SEATED LEG CURLING;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4074;81228249;PARACAIDAS;81 RECREACION Y DEPORTE;22 EQUIPO;0040-98/SBN;ACTIVO
4075;81228326;PATADA DE GLUTEOS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4076;81228403;PECHERA DE METAL PARA ESGRIMA;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4077;81228713;PERA PARA BOXEO DE CUERO;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4078;81229022;PISTOLA;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4079;81229060;POLEA ALTA - POLEA TRANSNUCA;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4080;81229098;POLEA BAJA;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4081;81229117;POLEA DE PARED;81 RECREACION Y DEPORTE;22 EQUIPO;0022-2011/SBN-DGPE;ACTIVO
4082;81229136;POLEAS CRUZADAS MULTIFUNCION;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4083;81229174;PRENSA INCLINADA - SENTADILLA HACK;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4084;81229212;PRENSA PARA HOMBROS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4085;81229250;PRENSA PARA PIERNAS EN 45Â° - PRENSA OSCILANTE;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4086;81229288;PRESS DE PECHO VERTICAL - SEATED CHEST;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4087;81229331;REVOLVER;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4088;81229486;RIFLE;81 RECREACION Y DEPORTE;22 EQUIPO;0004-2002/SBN;ACTIVO
4089;81229563;RODILLO ENTRENADOR PARA BICICLETA;81 RECREACION Y DEPORTE;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4090;81229641;SABLE DE METAL;81 RECREACION Y DEPORTE;22 EQUIPO;0158-97/SBN;ACTIVO
4091;81229679;SCOOTER SUBMARINO;81 RECREACION Y DEPORTE;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4092;81229718;SILLA AEREA;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4093;81229795;SILLA PARA EQUINO;81 RECREACION Y DEPORTE;22 EQUIPO;0130-2000/SBN;ACTIVO
4094;81229814;SILLON ABDOMINAL;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4095;81229833;SILLON ESPINAL;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4096;81229852;SILLON FEMORAL ACOSTADO;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4097;81229871;SILLON PARA BICEPS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4098;81229890;SILLON PARA CUADRICEPS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4099;81229909;SILLON PARA TRICEPS;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4100;81229915;SISTEMA DE CRONOMETRAJE ELECTRONICO;81 RECREACION Y DEPORTE;22 EQUIPO;PENDIENTE;ACTIVO
4101;81229920;SOPORTE DE GARROCHA;81 RECREACION Y DEPORTE;22 EQUIPO;PENDIENTE;ACTIVO
4102;81229921;SOPORTE DE VARILLAS;81 RECREACION Y DEPORTE;22 EQUIPO;PENDIENTE;ACTIVO
4103;81229928;UNIDAD DE JUEGO ELECTRONICO - PINBALL;81 RECREACION Y DEPORTE;22 EQUIPO;0089-2001/SBN;ACTIVO
4104;81229950;VELERO;81 RECREACION Y DEPORTE;22 EQUIPO;0009-2008/SBN-GO;EXCLUIDO
4105;81229975;VIDEO JUEGO;81 RECREACION Y DEPORTE;22 EQUIPO;0040-98/SBN;ACTIVO
4106;81640050;ARCO DE FUTBOL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4107;81640106;ARCO DE POLO ACUATICO;81 RECREACION Y DEPORTE;64 MOBILIARIO;003-2018/SBN-DNR;ACTIVO
4108;81640163;BANCO PLANO - BANCO HORIZONTAL MULTIFUNCION;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4109;81640180;BANCO PLIOMETRICO;81 RECREACION Y DEPORTE;64 MOBILIARIO;PENDIENTE;ACTIVO
4110;81640276;BANCO PREDICADOR;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4111;81640391;BARRA ASIMETRICA PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4112;81640733;BARRA DE OBSTACULOS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4113;81641074;BARRA FIJA PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4114;81641187;BARRAS ASIMETRICAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0090-1999/SBN;ACTIVO
4115;81641300;BARRAS PARALELAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0090-1999/SBN;ACTIVO
4116;81641416;CARRUSEL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4117;81641757;CASTILLO CON ANILLOS PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4118;81642098;COLUMPIO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4119;81642269;COLUMPIO SUBE Y BAJA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4120;81642440;CUADRILATERO - RING PARA BOXEO DE MADERA Y METAL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4121;81642781;JUEGO DE SAPO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4122;81642951;JUEGO RECREATIVO (MAYOR A 1/4 UIT);81 RECREACION Y DEPORTE;64 MOBILIARIO;0090-1999/SBN;ACTIVO
4123;81643036;MAQUINA REMO INCLINADO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0004-2010/SBN-GO;ACTIVO
4124;81643122;MECEDORA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4125;81643464;MEDALLAS EN GENERAL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4126;81643805;MESA DE BILLAR - BILLAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4127;81643976;MESA DE BRIDGE;81 RECREACION Y DEPORTE;64 MOBILIARIO;0130-2000/SBN;ACTIVO
4128;81644147;MESA DE FULBITO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4129;81644317;MESA DE HOCKEY DE AIRE - AIR HOCKEY;81 RECREACION Y DEPORTE;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
4130;81644488;MESA DE MARMOL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4131;81644829;MESA DE PING PONG;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4132;81645171;MESA PARA TENIS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4133;81645512;MESA PLASTICA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4134;81645853;MINI TRAMPOLIN;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4135;81645910;PASAMANOS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0130-2000/SBN;ACTIVO
4136;81645967;PEREZOSA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0130-2000/SBN;ACTIVO
4137;81646024;PISCINA PORTATIL (MAYOR A 1/4 UIT);81 RECREACION Y DEPORTE;64 MOBILIARIO;0090-1999/SBN;ACTIVO
4138;81646195;PLATOS RECORDATORIOS EN GENERAL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4139;81646365;PODIO DE PREMIACION;81 RECREACION Y DEPORTE;64 MOBILIARIO;0022-2011/SBN-DGPE;ACTIVO
4140;81646536;POTRO PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4141;81646593;RACK PARA BARRAS - PORTABARRAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4142;81646650;RACK PARA DISCOS ESTANDAR;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4143;81646707;RACK PARA DISCOS OLIMPICOS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4144;81646764;RACK PARA MANCUERNAS - PORTAMANCUERNAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4145;81646821;RACK PARA SENTADILLAS;81 RECREACION Y DEPORTE;64 MOBILIARIO;0089-2001/SBN;ACTIVO
4146;81646878;RESBALADERA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4147;81647219;RIEL DE EQUILIBRIO PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4148;81647560;SILLA DE ACRILICO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4149;81647902;SILLA DE FIBRA VIDRIO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4150;81648243;SILLA METALICA PARA ARBITRO DE VOLEY;81 RECREACION Y DEPORTE;64 MOBILIARIO;0040-98/SBN;EXCLUIDO
4151;81648584;TABLA DE PIQUE PARA ATLETISMO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4152;81648926;TABLA PARA ABDOMINALES;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4153;81649267;TABLERO ACRILICO PARA BALONCESTO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4154;81649609;TABLERO DE MADERA PARA BALONCESTO;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4155;81649779;TABLERO PARA BALONCESTO MOVIL;81 RECREACION Y DEPORTE;64 MOBILIARIO;0001-2015/SBN-DNR;ACTIVO
4156;81649950;TABURETE DE MADERA PARA GIMNASIA;81 RECREACION Y DEPORTE;64 MOBILIARIO;0158-97/SBN;ACTIVO
4157;81649975;TOBOGAN;81 RECREACION Y DEPORTE;64 MOBILIARIO;0040-98/SBN;ACTIVO
4158;81649987;TRAMPOLIN;81 RECREACION Y DEPORTE;64 MOBILIARIO;0130-2000/SBN;ACTIVO
4159;88220050;ANTEOJOS PARA SOLDAR;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0003-2005/SBN-GO;EXCLUIDO
4160;88220084;ARNES DE AIRE AUTOCONTENIDO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
4161;88220118;BASURERO BLINDADO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4162;88220187;BIOMBO ANTI RAYOS X;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4163;88220256;BOTAS ANTIFRAGMENTARIO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4164;88220325;CAJA BLINDADA PORTA AGUJAS RADIOACTIVAS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4165;88220600;CARRO CON BLINDAJE DE PLOMO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4166;88220875;CASCO PROTECTOR (MAYOR A 1/4 UIT);88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4167;88221287;CHALECO ANTIBALAS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4168;88221493;CHALECO ANTIFRAGMENTACION;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4169;88221700;CHALECO FLOTADOR SALVAVIDAS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4170;88221906;COLLARIN EMPLOMADO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0004-2010/SBN-GO;ACTIVO
4171;88222112;DETECTOR DE HUMO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4172;88222318;EQUIPO ANTIFRAGMENTARIO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4173;88222421;EQUIPO DE PROTECCION EMPLOMADO PARA RAYOS X;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4174;88222473;EQUIPO PARA TRASLADO DE EXPLOSIVOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4175;88222525;EXTINTOR;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4176;88223350;FLOTADOR SALVAVIDAS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4177;88223453;GUANTERA PARA RADIOELEMENTOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4178;88223556;GUANTES ANTIFRAGMENTARIO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4179;88223762;GUANTES DE PLOMO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4180;88224175;HACHA CONTRA INCENDIOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4181;88224278;IMAN TELESCOPICO PARA DESACTIVACION DE EXPLOSIVOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4182;88224381;JERINGA EMPLOMADA;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4183;88224587;MANDIL DE ASBESTO PARA SOLDAR;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4184;88225000;MANDIL DE CUERO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4185;88225825;MANDIL EMPLOMADO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4186;88226650;MANGUERA CONTRA INCENDIOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0025-2009/SBN-GO;EXCLUIDO
4187;88226856;MANOPLA DE PLOMO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4188;88227062;MANTO PROTECTOR ANTIEXPLOSIVOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4189;88227475;MASCARA ANTIGAS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4190;88227887;MASCARA PARA PINTOR;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4191;88228300;MASCARA PARA SOLDAR (MAYOR A 1/4 UIT);88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4192;88228506;MASCARA PROTECTORA;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4193;88228712;MUSLERAS ANTIFRAGMENTARIO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4194;88228918;OLLA DE TRANSPORTE PARA EXPLOSIVOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4195;88229125;OREJERAS ANTIRUIDO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4196;88229193;PISTOLA DE DESCARGA ELECTRICA;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4197;88229262;PROTECTOR DE OIDOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4198;88229399;PROTECTOR DE RADIACION;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4199;88229537;SISTEMA DE DETECCION CONTRA INCENDIOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0090-1999/SBN;ACTIVO
4200;88229589;TANQUE DE AIRE AUTOCONTENIDO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0013-2003/SBN-GO;ACTIVO
4201;88229640;TRAJE ANTIEXPLOSIVOS;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4202;88229691;TRAJE DE INMERSION;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0001-2015/SBN-DNR;ACTIVO
4203;88229743;UNIFORME DE ASBESTO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4204;88229846;VISOR ANTIFRAGMENTARIO;88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0130-2000/SBN;ACTIVO
4205;88229950;VISOR NOCTURNO (INFRAROJO);88 SEGURIDAD INDUSTRIAL;22 EQUIPO;0158-97/SBN;ACTIVO
4206;95220001;VIDEOSCOPIO PORTATIL;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4207;95220002;SISTEMA DE PRESENTACION INALAMBRICA;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4208;95220003;EQUIPO DE ANALISIS FORENSE DE TELEFONIA MOVIL;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4209;95220004;EQUIPO DE ANALISIS DE FONETICA Y ACUSTICA FORENSE;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4210;95220005;GENERADOR DE IMAGEN PARA SISTEMA DE PROYECCION DIGITAL ASTRONOMICO;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4211;95220006;DETECTOR DE SEÃAL DE FIBRA OPTICA;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4212;95220007;CAMARA DE ESCANEO;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4213;95220008;MODULO DE CONEXION VIRTUAL;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4214;95220009;DISTRIBUIDOR DE SEÃAL DMX;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4215;95220010;ADAPTADOR DE CAMARA - UNIDAD DE INTERFAZ;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4216;95220011;SUPRESOR DE RETROALIMENTACION ACUSTICA;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4217;95220012;SISTEMA DE DISTRIBUCION DE ANTENA;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4218;95220013;ADAPTADOR DE AUDIO EN RED;95 TELECOMUNICACIONES;22 EQUIPO;0001-2016/SBN-DNR;ACTIVO
4219;95220014;SISTEMA DE DETECCION Y EXTINCION DE INCENDIOS PARA DATA CENTER;95 TELECOMUNICACIONES;22 EQUIPO;003-2018/SBN-DNR;ACTIVO
4220;95220015;CONMUTADOR DE SERVICIO DE TRANSPORTE DE RED;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4221;95220016;FILTRO DE REFLEXION PARA MICROFONO;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4222;95220017;COMPENSADOR DE DISPERSION CROMATICA;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4223;95220018;CHASIS PARA EQUIPO DE COMUNICACION OPTICA;95 TELECOMUNICACIONES;22 EQUIPO;011-2019/SBN;ACTIVO
4224;95220025;ADAPTADOR INALAMBRICO DE USB A HDMI/VGA;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4225;95220037;ADAPTADOR TELEFONICO ANALOGICO;95 TELECOMUNICACIONES;22 EQUIPO;0002-2012/SBN-DNR;ACTIVO
4226;95220050;AFINADOR DE SONIDO;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
4227;95220088;ALIMENTADOR DE SEÃAL;95 TELECOMUNICACIONES;22 EQUIPO;0158-97/SBN;ACTIVO
