"id";"code";"description";"goods_catalog_id";"warehouse_id";"trademark";"model";"type";"color";"series";"state_of_conservation";"date_acquired";"value";"observations";"is_active";"created_at";"updated_at"
9362;"62256273";MAQUINA PARA CIRCULACION EXTRACORPORAL;1257;9;;;;olive;#0f3892;C;"2021-01-14";285.9;MED;0;"2023-06-21 02:41:37";"2023-10-11 02:41:37"
9363;"14238847";EQUIPO DE ENSAYO DE SOLIDEZ A LA LUZ;1703;28;;;;olive;#50e15b;A;"2021-01-30";447.6;MED;1;"2023-08-15 02:41:37";"2023-10-12 02:41:37"
9364;"46360534";APARATO CAVENDISH;1758;6;;;;purple;#075246;A;"2019-05-30";165.2;MED;1;"2023-02-26 02:41:37";"2023-10-12 02:41:37"
9365;"71468483";MANIQUI ENTRENADOR DE REPARACION DE EPISIOTOMIA;1244;7;;;;olive;#29bbe5;A;"2021-08-25";429.4;MED;0;"2022-10-16 02:41:37";"2023-10-10 02:41:37"
9366;"53797871";BOTE DE METAL;113;1;;;;white;#ae7eb1;B;"2023-05-05";206.2;MED;0;"2023-02-13 02:41:37";"2023-10-10 02:41:37"
9367;"70072303";ARTESANIA EN GENERAL (MAYOR A 1/4 UIT);562;13;;;;lime;#36ebdf;A;"2022-05-11";370.4;MED;0;"2023-04-25 02:41:37";"2023-10-15 02:41:37"
9368;"20963836";MAQUINA DESBROZADORA;3113;18;;;;lime;#199ec7;B;"2021-06-01";212.2;MED;0;"2023-01-18 02:41:37";"2023-10-12 02:41:37"
9369;"25712761";YATE DE DEPORTE Y/O RECREO;3465;13;;;;teal;#fb8d6a;C;"2020-06-17";123.5;MED;1;"2023-09-15 02:41:37";"2023-10-19 02:41:37"
9370;"30917147";INCINERADOR DE BACTERIAS;1179;28;;;;olive;#efeebd;A;"2020-09-17";203.7;MED;0;"2023-01-26 02:41:37";"2023-10-17 02:41:37"
9371;"53893134";UNIDAD DE DISTRIBUCION DE FIBRA OPTICA;4762;23;;;;aqua;#01f36a;C;"2023-09-11";415.2;MED;0;"2023-08-15 02:41:37";"2023-10-10 02:41:37"
9372;"14655450";SISTEMA DE EXTRACCION DE COMPUESTOS VOLATILES ACOPABLE A MUFLA;2515;3;;;;black;#04e00b;A;"2020-03-01";402.5;MED;0;"2023-01-09 02:41:37";"2023-10-15 02:41:37"
9373;"61936811";APARATO DE ELECTRONARCOSIS;756;17;;;;white;#dc9f95;A;"2020-03-06";334.6;MED;1;"2022-10-08 02:41:37";"2023-10-08 02:41:37"
9374;"87093741";EQUIPO RECEPTOR DE SATELITE DIGITAL - RECEPTOR SATELITAL;4424;14;;;;purple;#d184f4;A;"2022-04-14";102.8;MED;0;"2023-02-25 02:41:37";"2023-10-12 02:41:37"
9375;"12056352";FUENTE DE LUZ PARA DETENCION;4451;4;;;;purple;#71baa1;C;"2021-07-09";240.0;MED;0;"2023-07-02 02:41:37";"2023-10-14 02:41:37"
9376;"73274275";GRUA TELESCOPICA;2804;5;;;;aqua;#4813fa;A;"2019-09-03";248.5;MED;0;"2023-02-04 02:41:37";"2023-10-11 02:41:37"
9377;"21989664";CAJA COMPARTIDORA DE INTERNET - INTERNET SHARING BOX ISB;3515;5;;;;black;#a155cc;B;"2019-07-21";203.6;MED;1;"2023-05-24 02:41:37";"2023-10-10 02:41:37"
9378;"66708527";EQUIPO CERTIFICADOR DE CABLEADO ESTRUCTURADO;959;8;;;;teal;#143412;C;"2023-06-03";395.7;MED;0;"2023-01-09 02:41:37";"2023-10-14 02:41:37"
9379;"35333597";TRATADORA DE SEMILLAS;102;10;;;;fuchsia;#7baa60;A;"2019-08-06";112.6;MED;1;"2022-10-03 02:41:37";"2023-10-11 02:41:37"
9380;"11117257";DETERMINADOR DE IMPUREZAS;26;14;;;;green;#bd1c20;B;"2022-10-20";453.9;MED;1;"2023-07-18 02:41:37";"2023-10-17 02:41:37"
9381;"32254514";SISTEMA DE MEDICION DEMANDA BIOQUIMICA DE OXIGENO;2257;27;;;;aqua;#a1737a;C;"2020-07-03";370.9;MED;0;"2022-10-22 02:41:37";"2023-10-10 02:41:37"
9382;"67276494";CIZALLA;2438;2;;;;gray;#cde1a7;C;"2021-03-06";86.6;MED;1;"2023-06-29 02:41:37";"2023-10-10 02:41:37"
9383;"35350923";EXTRACTOR DE COLLAR DE RODILLO;3007;23;;;;silver;#249d1b;A;"2023-07-21";300.2;MED;1;"2023-08-10 02:41:37";"2023-10-15 02:41:37"
9384;"50556517";INCUBADORA ESTANDAR DE TRANSPORTE;1182;18;;;;white;#83db1a;C;"2021-01-24";156.2;MED;1;"2022-12-30 02:41:37";"2023-10-09 02:41:37"
9385;"72560321";BUSCA PERSONAS - BEEPER;4276;4;;;;fuchsia;#84e6fa;C;"2023-08-10";460.7;MED;1;"2023-06-17 02:41:37";"2023-10-13 02:41:37"
9386;"42294221";MOTOR DE SIERRA OSCILANTE;1339;6;;;;white;#a2753d;B;"2020-04-02";170.4;MED;0;"2022-10-03 02:41:37";"2023-10-10 02:41:37"
9387;"31388975";DOBLADORA ENGRAPADORA;3655;18;;;;green;#4367c4;B;"2021-04-10";345.7;MED;1;"2023-06-06 02:41:37";"2023-10-18 02:41:37"
9388;"25724338";EQUIPO DE SUCCION ENDOSCOPICA;1031;22;;;;silver;#974e65;A;"2022-03-03";305.2;MED;1;"2023-01-02 02:41:37";"2023-10-09 02:41:37"
9389;"38739268";IRISCOPIO PORTATIL;1193;20;;;;teal;#14bc7a;A;"2021-02-25";451.7;MED;1;"2022-10-14 02:41:37";"2023-10-19 02:41:37"
9390;"53515849";COMODA DE MELAMINA;3797;16;;;;navy;#5a2730;B;"2019-11-14";109.7;MED;1;"2022-10-24 02:41:37";"2023-10-16 02:41:37"
9391;"30546396";CAMARA DE VIDEO;4288;15;;;;maroon;#2f3d61;B;"2020-04-21";172.8;MED;1;"2023-01-15 02:41:37";"2023-10-10 02:41:37"
9392;"59856427";PROYECTOR DE LUZ LED;673;19;;;;aqua;#08eed6;C;"2019-06-23";203.9;MED;1;"2022-12-13 02:41:37";"2023-10-11 02:41:37"
9393;"12630642";INCUBADORA PARA BEBES - INCUBADORA PARA NEONATOS;1183;22;;;;black;#9a6771;B;"2020-02-20";73.6;MED;0;"2022-12-13 02:41:37";"2023-10-17 02:41:37"
9394;"40183384";KEY SYSTEM;4502;9;;;;teal;#c86d78;B;"2023-10-09";474.0;MED;1;"2023-08-27 02:41:37";"2023-10-19 02:41:37"
9395;"62459668";METALOFONO INTRATONAL;488;11;;;;green;#5d0cf1;A;"2020-07-30";217.7;MED;1;"2022-10-11 02:41:37";"2023-10-10 02:41:37"
9396;"53542882";RESPIRADOR DE ANESTESIA PARA NEONATO PEDIATRICO;1412;10;;;;yellow;#b58c26;A;"2021-06-30";49.3;MED;1;"2023-09-18 02:41:37";"2023-10-18 02:41:37"
9397;"50016659";DESENROLLADOR DE PLANCHAS METALICAS;2967;16;;;;yellow;#0c332c;C;"2019-05-08";345.7;MED;1;"2022-12-05 02:41:37";"2023-10-17 02:41:37"
9398;"23901850";MASTIL BASCULANTE PARA ESTACION METEOROLOGICA;2612;4;;;;lime;#9b745b;A;"2023-10-08";392.6;MED;1;"2023-05-17 02:41:37";"2023-10-10 02:41:37"
9399;"24801338";ARPA;405;9;;;;white;#b12db1;A;"2020-06-28";88.6;MED;0;"2023-08-27 02:41:37";"2023-10-18 02:41:37"
9400;"24195976";UNIDAD DE CONSULTA CON SILLA ELECTRICA;1513;1;;;;teal;#6c5ab5;C;"2022-04-18";492.5;MED;0;"2023-02-15 02:41:37";"2023-10-18 02:41:37"
9401;"85477396";AUTOVAGON;2759;10;;;;maroon;#e65069;B;"2020-12-29";288.7;MED;0;"2023-06-23 02:41:37";"2023-10-17 02:41:37"
9402;"82206544";AUTOTRANSFORMADOR;622;1;;;;yellow;#19d014;C;"2019-05-06";133.8;MED;0;"2023-07-05 02:41:37";"2023-10-17 02:41:37"
9403;"15148601";PERFORADOR NEUMATICO QUIRURGICO;1372;30;;;;green;#043fa2;A;"2020-07-01";164.9;MED;0;"2022-10-09 02:41:37";"2023-10-19 02:41:37"
9404;"89616771";CONVERSOR ANALOGICO DIGITAL;4324;25;;;;maroon;#5125dc;A;"2021-07-29";76.1;MED;0;"2023-06-15 02:41:37";"2023-10-18 02:41:37"
9405;"47065481";REGLA VIBRATORIA PARA CONCRETO O PAVIMENTO;2677;17;;;;maroon;#e6e475;B;"2021-06-01";457.1;MED;1;"2023-02-08 02:41:37";"2023-10-08 02:41:37"
9406;"50653592";MUEBLE PORTAHISTORIAS DE METAL;1653;30;;;;silver;#aad5ae;B;"2021-02-22";216.2;MED;1;"2023-05-03 02:41:37";"2023-10-17 02:41:37"
9407;"74569568";LEGALIZADOR DE NORMA;4506;13;;;;teal;#196f6d;B;"2021-03-03";186.1;MED;1;"2023-06-03 02:41:37";"2023-10-17 02:41:37"
9408;"36302941";DISCO DURO EXTERNO;3529;21;;;;maroon;#189ce0;B;"2020-02-19";469.6;MED;1;"2022-11-15 02:41:37";"2023-10-08 02:41:37"
9409;"37414482";INCUBADORA ESTANDAR DE TRANSPORTE;1182;14;;;;gray;#868ed1;B;"2020-06-18";457.3;MED;1;"2023-09-05 02:41:37";"2023-10-17 02:41:37"
9410;"29453275";MAQUINA PEC DECK - PECTORAL FLY;4063;5;;;;navy;#772664;A;"2019-08-26";138.8;MED;0;"2023-07-13 02:41:37";"2023-10-11 02:41:37"
9411;"83161100";MAQUINA PARA ACEITAR PISTA DE BOLOS;243;4;;;;teal;#edba36;C;"2020-03-06";352.2;MED;0;"2023-06-23 02:41:37";"2023-10-12 02:41:37"
9412;"56827353";ROBOT TRIXER;2841;30;;;;teal;#c06bd6;A;"2020-12-15";456.3;MED;0;"2023-07-02 02:41:37";"2023-10-13 02:41:37"
9413;"70905142";CONTROL DE MARCAPASOS;884;10;;;;lime;#5317b8;C;"2022-03-01";240.7;MED;0;"2023-04-22 02:41:37";"2023-10-17 02:41:37"
9414;"69870501";CREDENZA DE METAL;3803;21;;;;maroon;#bd1697;C;"2020-05-09";472.2;MED;0;"2022-11-08 02:41:37";"2023-10-15 02:41:37"
9415;"57886571";EQUIPO CALENTADOR TELESCOPICO;954;14;;;;navy;#3ee566;A;"2023-08-14";53.6;MED;1;"2023-09-09 02:41:37";"2023-10-08 02:41:37"
9416;"40393349";MAQUINA PARA ABDOMINALES;4059;1;;;;blue;#6b012a;B;"2022-09-21";237.9;MED;0;"2022-10-03 02:41:37";"2023-10-12 02:41:37"
9417;"69864328";HORNACINA DE MADERA (MAYOR A 1/4 UIT);589;17;;;;navy;#24d2f5;A;"2019-06-12";80.9;MED;1;"2022-12-03 02:41:37";"2023-10-09 02:41:37"
9418;"54903521";CAJA PATRON DE CAPACITANCIAS;626;3;;;;black;#a623b1;B;"2022-06-26";327.1;MED;1;"2023-07-13 02:41:37";"2023-10-17 02:41:37"
9419;"73216401";LECTORA GRABADORA DE DISCOS OPTICOS;3571;2;;;;lime;#d944a6;A;"2022-07-11";185.3;MED;1;"2023-06-14 02:41:37";"2023-10-09 02:41:37"
9420;"62154411";TRAMPOLIN;4159;20;;;;purple;#db2468;B;"2022-11-07";259.7;MED;1;"2023-02-07 02:41:37";"2023-10-15 02:41:37"
9421;"21204016";LAVADOR DE COMPONENTES A CHORRO;3371;11;;;;green;#fe25b8;A;"2021-02-26";369.9;MED;0;"2023-08-29 02:41:37";"2023-10-11 02:41:37"
9422;"26887848";ASPIRADORA DE SUCCION;775;24;;;;blue;#9cef07;A;"2022-05-06";344.9;MED;1;"2023-09-16 02:41:37";"2023-10-19 02:41:37"
9423;"58389784";EVAPORADOR;174;26;;;;yellow;#8154c7;C;"2021-10-11";358.3;MED;0;"2023-06-27 02:41:37";"2023-10-09 02:41:37"
9424;"30905633";PULMONES DE ACERO;1394;17;;;;green;#f01f07;B;"2021-02-18";168.3;MED;1;"2023-03-29 02:41:37";"2023-10-13 02:41:37"
9425;"76124719";BANCO PREDICADOR;4111;7;;;;green;#d75c03;A;"2021-09-15";453.2;MED;1;"2023-01-06 02:41:37";"2023-10-14 02:41:37"
9426;"76474033";GABINETE DE METAL;3837;16;;;;lime;#24a8e0;C;"2019-02-16";292.7;MED;1;"2023-01-30 02:41:37";"2023-10-09 02:41:37"
9427;"18905195";CLISIMETRO;1845;12;;;;aqua;#4a8c48;A;"2020-07-31";298.1;MED;1;"2023-03-06 02:41:37";"2023-10-14 02:41:37"
9428;"49152846";ACELEROGRAFO;1708;26;;;;teal;#ae0e72;A;"2021-10-03";49.3;MED;0;"2023-07-28 02:41:37";"2023-10-13 02:41:37"
9429;"38524670";MAQUINA PEGADORA DE BOTONES;3205;13;;;;olive;#e35a91;B;"2019-04-20";72.2;MED;1;"2023-08-11 02:41:37";"2023-10-18 02:41:37"
9430;"28583174";TACOMETRO OPTICO;2266;8;;;;gray;#b29ca3;C;"2020-06-24";491.1;MED;0;"2023-05-31 02:41:37";"2023-10-08 02:41:37"
9431;"69656194";MESITA DE MADERA PARA TELEFONO;3872;13;;;;maroon;#aa83db;B;"2023-07-21";157.9;MED;1;"2023-01-15 02:41:37";"2023-10-16 02:41:37"
9432;"81598992";LAVADORA DE CARROS;3047;3;;;;silver;#462259;C;"2021-07-14";282.4;MED;0;"2022-12-15 02:41:37";"2023-10-19 02:41:37"
9433;"32688644";MAQUINA PASADORA DE CALZADO;3203;30;;;;maroon;#cab7f2;A;"2023-03-19";82.3;MED;1;"2023-01-02 02:41:37";"2023-10-08 02:41:37"
9434;"85501941";EQUIPO OMEGA;4420;18;;;;aqua;#cb1b03;B;"2021-05-24";59.3;MED;0;"2023-04-08 02:41:37";"2023-10-18 02:41:37"
9435;"86964197";TRAMPA ELECTRICA PARA MOSCAS;354;15;;;;yellow;#d6ac32;A;"2022-08-19";466.0;MED;0;"2022-10-15 02:41:37";"2023-10-09 02:41:37"
9436;"49790193";CHIPEADORA DESTROZADORA DE TRONCOS;2952;19;;;;silver;#7440ca;A;"2021-09-01";329.1;MED;0;"2023-07-16 02:41:37";"2023-10-10 02:41:37"
9437;"27371511";CARRITO EMOLIENTERO;366;23;;;;fuchsia;#37ccb1;B;"2022-05-16";174.8;MED;1;"2023-05-15 02:41:37";"2023-10-17 02:41:37"
9438;"54658827";CAZOLETA DE PLATINO PARA MEDICION DE RADIOACTIVIDAD;1837;14;;;;maroon;#a6a095;B;"2020-08-11";154.4;MED;1;"2023-07-27 02:41:37";"2023-10-10 02:41:37"
9439;"45220076";VASO DE EXPANSION;2753;20;;;;black;#2e9064;A;"2020-03-03";242.7;MED;0;"2023-03-03 02:41:37";"2023-10-11 02:41:37"
9440;"44382328";PLANTA PROCESADORA DE LACTEO;3260;12;;;;yellow;#07e5e1;C;"2022-09-25";142.8;MED;0;"2022-12-07 02:41:37";"2023-10-08 02:41:37"
9441;"59218605";CUATRIMOTO;3484;18;;;;aqua;#4f2c6f;A;"2019-12-21";422.0;MED;1;"2023-06-22 02:41:37";"2023-10-15 02:41:37"
9442;"57739148";MODELO TORSO DESMONTABLE;1311;21;;;;gray;#75e8f8;A;"2022-09-18";405.2;MED;0;"2023-07-15 02:41:37";"2023-10-13 02:41:37"
9443;"62662671";VAGON TANQUE;2768;4;;;;olive;#cd7cb4;C;"2021-08-24";361.9;MED;1;"2022-12-23 02:41:37";"2023-10-08 02:41:37"
9444;"73570263";VERTIX;1537;9;;;;olive;#a7c9e1;A;"2021-07-27";342.2;MED;1;"2023-01-29 02:41:37";"2023-10-14 02:41:37"
9445;"18424525";ESCUDOS EN GENERAL;584;11;;;;teal;#f17631;A;"2020-05-30";350.4;MED;1;"2022-11-16 02:41:37";"2023-10-09 02:41:37"
9446;"79261230";COMPROBADOR DE PUESTA A PUNTO AUDIOVISUAL;2455;17;;;;white;#dfb9a4;B;"2022-11-18";194.4;MED;1;"2022-11-17 02:41:37";"2023-10-13 02:41:37"
9447;"79468242";CLAVICORDIO;441;17;;;;white;#4f2f1d;C;"2022-09-11";387.7;MED;1;"2023-05-03 02:41:37";"2023-10-19 02:41:37"
9448;"70026316";EQUIPO DE TELETERMOMETRO;1032;14;;;;white;#b6d084;C;"2022-05-15";319.1;MED;1;"2022-10-24 02:41:37";"2023-10-12 02:41:37"
9449;"79668787";CAJA COMPARTIDORA DE INTERNET - INTERNET SHARING BOX ISB;3515;11;;;;olive;#134d9e;A;"2022-03-05";65.9;MED;0;"2023-04-24 02:41:37";"2023-10-08 02:41:37"
9450;"64561194";TERMOFORO;1491;7;;;;yellow;#b4c643;A;"2022-08-17";102.0;MED;0;"2023-05-22 02:41:37";"2023-10-08 02:41:37"
9451;"87841985";AMPOLLETADOR;726;2;;;;purple;#7a69ca;A;"2020-11-18";447.0;MED;1;"2022-12-15 02:41:37";"2023-10-18 02:41:37"
9452;"32111276";FIBROLARINGOSCOPIO;1138;14;;;;silver;#761979;C;"2020-03-16";236.6;MED;1;"2023-08-15 02:41:37";"2023-10-09 02:41:37"
9453;"34942729";REGISTRADOR GRAFICO DE TEMPERATURAS;2219;16;;;;white;#0d280e;A;"2021-09-13";192.2;MED;1;"2022-12-02 02:41:37";"2023-10-11 02:41:37"
9454;"67231285";COLUMNA SONORA;4306;22;;;;teal;#8ddc66;B;"2021-06-26";464.7;MED;1;"2022-11-28 02:41:37";"2023-10-13 02:41:37"
9455;"14061477";SISTEMA CPAP NASAL;1454;27;;;;blue;#cab7ee;C;"2020-09-14";348.7;MED;1;"2022-11-27 02:41:37";"2023-10-12 02:41:37"
9456;"13182589";SENSOR DETECTOR DE TORMENTAS;2238;19;;;;purple;#2b2ba9;C;"2020-11-14";181.6;MED;0;"2023-06-01 02:41:37";"2023-10-18 02:41:37"
9457;"10003673";TAQUIMETRO ELECTRONICO;2271;20;;;;olive;#1cce9f;A;"2019-12-09";330.7;MED;1;"2023-05-21 02:41:37";"2023-10-18 02:41:37"
9458;"14860574";DETERMINADOR DE CIRCUNFERENCIA DE CIGARRILLOS;1902;15;;;;lime;#c41952;B;"2021-02-11";461.9;MED;0;"2023-06-17 02:41:37";"2023-10-09 02:41:37"
9459;"55061507";ASPIRADOR DE CATARATA;766;14;;;;gray;#bf11f5;B;"2021-11-30";58.8;MED;1;"2023-05-29 02:41:37";"2023-10-15 02:41:37"
9460;"74470905";CALENTADOR DE FLUIDOS;813;1;;;;aqua;#3a3805;A;"2021-03-02";478.1;MED;1;"2022-11-30 02:41:37";"2023-10-16 02:41:37"
9461;"21409277";ELECTROCARDIOGRAFO COMPUTARIZADO;935;30;;;;fuchsia;#36721e;B;"2020-04-13";423.2;MED;0;"2022-12-31 02:41:37";"2023-10-14 02:41:37"
9462;"57152355";EQUIPO AUTOMATIZADO DETECCION DE SENSIBILIDAD ANTIMICROBIANA;958;20;;;;blue;#be4233;C;"2020-10-21";63.3;MED;0;"2023-01-08 02:41:37";"2023-10-13 02:41:37"
9463;"65094887";OFTALMOMETRO;2137;30;;;;yellow;#74f8d9;B;"2022-05-14";453.7;MED;0;"2022-12-23 02:41:37";"2023-10-12 02:41:37"
9464;"61554765";OLLA ARROCERA ELECTRICA;329;1;;;;navy;#112407;A;"2021-11-17";239.3;MED;0;"2022-12-01 02:41:37";"2023-10-19 02:41:37"
9465;"58203666";ROTADOR DE PLAQUETAS;1421;30;;;;teal;#4c92d8;A;"2019-05-06";214.0;MED;0;"2023-02-25 02:41:37";"2023-10-09 02:41:37"
9466;"85122919";DETECTOR DE MOVIMIENTO TORACCICO PRODUCIDO POR RESPIRACION;2472;16;;;;maroon;#a4f3be;B;"2020-06-16";496.8;MED;0;"2023-07-29 02:41:37";"2023-10-11 02:41:37"
9467;"35268368";PORTAROLLOS DE FLEJES LAMINADOS;2657;23;;;;navy;#979844;A;"2023-02-28";424.9;MED;0;"2023-03-15 02:41:37";"2023-10-13 02:41:37"
9468;"81372749";CENCERRO;432;11;;;;purple;#857642;B;"2022-10-31";78.9;MED;0;"2023-07-13 02:41:37";"2023-10-18 02:41:37"
9469;"35250948";SILLA DE RUEDAS CON PROPULSION;1674;3;;;;fuchsia;#bc9b85;B;"2020-05-14";205.4;MED;1;"2023-05-29 02:41:37";"2023-10-16 02:41:37"
9470;"23686081";TRANSMISOR DE TV;4745;4;;;;silver;#f1baac;C;"2022-07-03";154.3;MED;0;"2023-04-10 02:41:37";"2023-10-15 02:41:37"
9471;"89220037";MONITOR CARDIACO PARA NEONATO;1313;15;;;;black;#b25eb1;A;"2023-05-25";350.0;MED;1;"2023-01-08 02:41:37";"2023-10-15 02:41:37"
9472;"33542686";CUNA EN GENERAL;1605;4;;;;maroon;#45d699;A;"2023-10-20";338.4;MED;0;"2023-09-04 02:41:37";"2023-10-08 02:41:37"
9473;"30195615";CONTADOR DE CENTELLEO GAMMA;1860;27;;;;purple;#231904;A;"2021-12-15";213.2;MED;0;"2023-09-02 02:41:37";"2023-10-19 02:41:37"
9474;"76952164";UNIFORME DE ASBESTO;4204;14;;;;silver;#f4b3cc;C;"2022-03-05";300.3;MED;0;"2023-06-23 02:41:37";"2023-10-10 02:41:37"
9475;"79342602";FUENTE DE LUZ HALOGENA;1157;13;;;;olive;#10157c;C;"2020-03-16";303.6;MED;0;"2022-11-06 02:41:37";"2023-10-15 02:41:37"
9476;"35900728";SISTEMA DE MEDICION DE COMPATIBILIDAD ELECTROMAGNETICA EMC;4686;12;;;;gray;#50c34a;A;"2019-07-21";207.8;MED;0;"2023-02-25 02:41:37";"2023-10-09 02:41:37"
9477;"85944138";MONOCULAR DE VISION DIURNA Y NOCTURNA;2621;5;;;;blue;#10f750;C;"2022-04-12";436.0;MED;0;"2023-05-18 02:41:37";"2023-10-14 02:41:37"
9478;"84035361";CENTRAL DE VACIO;2430;22;;;;olive;#e3bba3;A;"2020-11-13";179.7;MED;1;"2023-01-15 02:41:37";"2023-10-17 02:41:37"
9479;"88194274";MODELO MUSCULAR FIGURA MASCULINA DESMONTABLE;1304;27;;;;maroon;#0b4759;C;"2019-11-06";109.6;MED;0;"2023-03-28 02:41:37";"2023-10-10 02:41:37"
9480;"25536082";REPOSTERO DE MADERA;385;18;;;;aqua;#7bb78b;A;"2021-06-29";465.5;MED;0;"2023-04-22 02:41:37";"2023-10-13 02:41:37"
9481;"69779815";MAQUINA PEGADORA DE BOTONES;3205;30;;;;yellow;#e3c429;B;"2021-12-15";70.6;MED;1;"2022-12-06 02:41:37";"2023-10-09 02:41:37"
9482;"82372596";DESMOTADORA DE ALGODON;2971;5;;;;maroon;#8f1c34;B;"2022-03-16";394.3;MED;1;"2022-12-26 02:41:37";"2023-10-12 02:41:37"
9483;"75849538";ESPECTRODENSIMETRO;1104;15;;;;maroon;#13c52a;C;"2022-05-23";475.0;MED;0;"2023-07-07 02:41:37";"2023-10-16 02:41:37"
9484;"61590817";SELLADOR DE AGUA;2692;14;;;;silver;#4104bb;A;"2021-02-09";124.9;MED;0;"2023-08-22 02:41:37";"2023-10-10 02:41:37"
9485;"40379438";DISTORCIMETRO DE AUDIO;4350;10;;;;purple;#4b624f;A;"2020-10-20";470.1;MED;1;"2023-06-09 02:41:37";"2023-10-15 02:41:37"
9486;"27622207";LAMPARA GERMICIDA - EXTERMINADOR DE BACTERIAS;2062;3;;;;white;#a711b2;B;"2020-08-04";332.1;MED;0;"2023-02-27 02:41:37";"2023-10-08 02:41:37"
9487;"68977716";MOTONETA;3498;28;;;;navy;#c578d8;A;"2019-02-19";291.5;MED;1;"2023-02-18 02:41:37";"2023-10-09 02:41:37"
9488;"24561541";SISTEMA ELEVADOR PARA PUERTA;2711;19;;;;white;#2f7401;B;"2021-10-09";427.7;MED;1;"2022-11-05 02:41:37";"2023-10-19 02:41:37"
9489;"52328971";PLANOTECA DE MELAMINA;3931;19;;;;white;#422773;C;"2020-05-20";273.9;MED;1;"2023-07-22 02:41:37";"2023-10-10 02:41:37"
9490;"20831341";GRABADOR DIGITAL DE LLAMADAS TELEFONICAS/VOZ/RADIO/FAX;4472;3;;;;silver;#6f3af7;A;"2019-05-11";163.5;MED;0;"2022-12-17 02:41:37";"2023-10-09 02:41:37"
9491;"10518334";CLAVICORDIO;441;14;;;;silver;#d24e2a;C;"2022-08-10";179.9;MED;1;"2022-12-21 02:41:37";"2023-10-16 02:41:37"
9492;"22068780";MAQUINA MEZCLADORA DE REVESTIMIENTO;2900;11;;;;blue;#1d8d1b;B;"2020-11-10";146.1;MED;1;"2023-05-14 02:41:37";"2023-10-12 02:41:37"
9493;"69142735";SISTEMA DE VIDEO PARA ENDOCIRUGIA;1466;27;;;;maroon;#733a8f;B;"2021-07-04";280.9;MED;0;"2023-03-14 02:41:37";"2023-10-11 02:41:37"
9494;"26502948";RECUPERADOR DE FINOS;2671;23;;;;gray;#c73a81;B;"2023-03-08";262.4;MED;1;"2023-08-18 02:41:37";"2023-10-16 02:41:37"
9495;"49094921";PLANTA DE TRATAMIENTO DE AGUA;2652;8;;;;purple;#7f56e8;C;"2020-06-19";15.7;MED;1;"2023-09-07 02:41:37";"2023-10-18 02:41:37"
9496;"63030224";DERMOGRAFO ELECTRICO/ELECTRONICO;902;29;;;;gray;#d24758;A;"2020-06-15";290.0;MED;1;"2022-11-15 02:41:37";"2023-10-09 02:41:37"
9497;"59553237";EQUIPO PARA RESPIRACION ARTIFICIAL;1089;11;;;;maroon;#2eaac3;B;"2020-06-20";104.0;MED;1;"2023-04-20 02:41:37";"2023-10-13 02:41:37"
9498;"14553822";MONITOR DESFIBRILADOR;1331;11;;;;teal;#bf831a;B;"2022-03-19";345.8;MED;1;"2022-10-31 02:41:37";"2023-10-08 02:41:37"
9499;"38078536";OTORRINOSCOPIO;1354;21;;;;fuchsia;#71cb9f;C;"2022-09-23";129.6;MED;0;"2023-05-12 02:41:37";"2023-10-18 02:41:37"
9500;"68907000";ANTENA FANTASMA CON DISIPADOR;4258;21;;;;blue;#273385;B;"2021-07-20";397.9;MED;1;"2023-08-13 02:41:37";"2023-10-15 02:41:37"
9501;"33000433";CONCHADORA DE CACAO;2955;25;;;;teal;#92f2a3;C;"2022-04-10";277.7;MED;1;"2023-07-28 02:41:37";"2023-10-09 02:41:37"
9502;"16049856";MONOCOMPARADOR;3691;13;;;;green;#458a51;A;"2020-07-30";234.8;MED;1;"2022-11-26 02:41:37";"2023-10-08 02:41:37"
9503;"50064497";MAQUINA PARA CAFE;324;2;;;;lime;#3971d4;C;"2019-02-12";367.2;MED;0;"2023-02-21 02:41:37";"2023-10-11 02:41:37"
9504;"75531056";EQUIPO DE RESONANCIA MAGNETICA;1028;26;;;;purple;#008b72;A;"2022-02-18";367.3;MED;1;"2023-02-23 02:41:37";"2023-10-08 02:41:37"
9505;"55370993";AVION A REACCION DE PASAJEROS;2328;16;;;;fuchsia;#a2db34;A;"2020-09-23";147.1;MED;0;"2022-12-31 02:41:37";"2023-10-18 02:41:37"
9506;"88562493";MAQUINA FRESADORA;3151;2;;;;navy;#5c2eb2;C;"2021-05-09";460.3;MED;0;"2022-11-06 02:41:37";"2023-10-18 02:41:37"
9507;"20013051";EQUIPO DE HEMODINAMICA;1004;23;;;;fuchsia;#e53e67;B;"2021-03-23";134.9;MED;1;"2023-01-28 02:41:37";"2023-10-09 02:41:37"
9508;"89451726";EQUIPO DE TELETERMOMETRO;1032;4;;;;black;#dd6908;C;"2020-03-17";489.6;MED;0;"2023-05-08 02:41:37";"2023-10-19 02:41:37"
9509;"69323841";VIDEO CONVERSOR;1545;8;;;;purple;#1ff627;A;"2020-11-12";449.1;MED;0;"2023-04-15 02:41:37";"2023-10-09 02:41:37"
9510;"89844034";DISTRIBUIDOR DE LINEA TELEFONICA;4353;8;;;;gray;#55f555;A;"2023-07-21";159.6;MED;1;"2023-09-13 02:41:37";"2023-10-12 02:41:37"
